iter	Logloss
152	0.139697168
153	0.1396648704
154	0.139344196
155	0.138629376
156	0.1386033929
157	0.1380596407
158	0.1379949522
159	0.1379816143
160	0.1378190695
161	0.1375288135
162	0.1373603684
163	0.1368088624
164	0.1366240149
165	0.1364308141
166	0.1363187613
167	0.1361232643
168	0.1359776895
169	0.1340247435
170	0.1340153811
171	0.1340034735
172	0.1339375302
173	0.133875203
174	0.1338416072
175	0.13382915
176	0.133824649
177	0.1337899734
178	0.1337678937
179	0.1337651782
180	0.1337215135
181	0.1337083285
182	0.1337076424
183	0.1336959173
184	0.1335179776
185	0.1335175712
186	0.133463414
187	0.1334571687
188	0.1333777423
189	0.1328424051
190	0.1327981297
191	0.1327708748
192	0.1327401101
193	0.1326616223
194	0.132656518
195	0.1326516332
196	0.1326374883
197	0.1326047923
198	0.1321756648
199	0.1317695661
200	0.1315785754
201	0.1315496365
202	0.1314309423
203	0.1313346718
204	0.1312524549
205	0.1311319316
206	0.131094145
207	0.1310936077
208	0.1310935895
209	0.1310875112
210	0.1310364783
211	0.130952892
212	0.1309528402
213	0.130564373
214	0.1299364405
215	0.1298969002
216	0.1298837665
217	0.1298417002
218	0.1298229802
219	0.1298226039
220	0.1297764986
221	0.1296422992
222	0.1295303753
223	0.1295187867
224	0.1294941494
225	0.1294941404
226	0.1294248748
227	0.1292167054
228	0.129212197
229	0.1292118601
230	0.1290456624
231	0.1290450042
232	0.1289247883
233	0.1288868968
234	0.128876654
235	0.1288327922
236	0.128807901
237	0.1286685904
238	0.1286352378
239	0.1286340111
240	0.1286328654
241	0.128632849
242	0.1286003843
243	0.1286001408
244	0.1278386479
245	0.1277064679
246	0.1277058577
247	0.1277054389
248	0.1276887123
249	0.1276886599
250	0.1276798984
251	0.1276781839
252	0.1274875336
253	0.1271550947
254	0.1271544291
255	0.1271481234
256	0.1271481085
257	0.1270033973
258	0.126893914
259	0.1266577675
260	0.1266037206
261	0.1265730361
262	0.1265395987
263	0.1264046816
264	0.1262381063
265	0.1262287638
266	0.1260687129
267	0.1260432406
268	0.1260415604
269	0.126026405
270	0.1259933248
271	0.1259840302
272	0.1259598174
273	0.1257794657
274	0.1257170055
275	0.1253914686
276	0.1252276541
277	0.1252047416
278	0.1248530855
279	0.1248447685
280	0.1244764201
281	0.1244759924
282	0.1239645061
283	0.1239614928
284	0.1236130521
285	0.1235875631
286	0.1235793074
287	0.123546306
288	0.1235139593
289	0.1234715313
290	0.1234589933
291	0.1233424471
292	0.1233151047
293	0.1232990781
294	0.1232769569
295	0.123268086
296	0.1230630574
297	0.1230566831
298	0.1228676058
299	0.1228509592
300	0.1224740921
301	0.1224316259
302	0.1219534923
303	0.1219491263
304	0.1218988862
305	0.1218988283
306	0.1218912692
307	0.1217297972
308	0.121660492
309	0.1216290654
310	0.12149039
311	0.1214895848
312	0.1214293403
313	0.121420285
314	0.1214020044
315	0.1207974283
316	0.1206251478
317	0.1205529056
318	0.1205171689
319	0.1204925348
320	0.1204107755
321	0.1201280015
322	0.1201019833
323	0.1200943965
324	0.1200891952
325	0.1200256845
326	0.1200011414
327	0.1197185884
328	0.1196963609
329	0.1196955745
330	0.1196846045
331	0.1196260375
332	0.1196074683
333	0.1195519948
334	0.1195441207
335	0.119494047
336	0.1194292367
337	0.1194146159
338	0.1192547254
339	0.1192478386
340	0.1192437909
341	0.1192433918
342	0.1192414802
343	0.1192392235
344	0.1192205628
345	0.1191749126
346	0.1190754808
347	0.1187376665
348	0.1184729189
349	0.1182506315
350	0.118250587
351	0.1181679711
352	0.1181658802
353	0.1181658679
354	0.1181410198
355	0.1180821223
356	0.1180817882
357	0.1180803809
358	0.1180075244
359	0.1180066791
360	0.1180055073
361	0.1180051261
362	0.1179898959
363	0.1179817871
364	0.1178549653
365	0.1178514298
366	0.1176886897
367	0.1171371949
368	0.1170679264
369	0.1170481324
370	0.1170462698
371	0.1170364154
372	0.1169582661
373	0.1169535011
374	0.1166630999
375	0.1166630999
376	0.1162912107
377	0.1162489255
378	0.1160763476
379	0.1157511376
380	0.1157425997
381	0.1157423926
382	0.1157403336
383	0.1157382766
384	0.1157347636
385	0.1157170015
386	0.1157163871
387	0.1157053706
388	0.1155938963
389	0.115487689
390	0.1154876883
391	0.1151884568
392	0.1151877036
393	0.1151676933
394	0.1151163579
395	0.1150631206
396	0.1150231153
397	0.1146897755
398	0.1141178888
399	0.1139020588
400	0.113901986
401	0.1139019395
402	0.113828299
403	0.1138280302
404	0.1138273043
405	0.1138270566
406	0.1133554843
407	0.1133541218
408	0.1133356576
409	0.1132684987
410	0.1127619947
411	0.1127488856
412	0.1127449038
413	0.1127211393
414	0.1127183572
415	0.1126453669
416	0.1126452441
417	0.1126308635
418	0.11248968
419	0.1124880556
420	0.1124812023
421	0.1124810606
422	0.1123920303
423	0.1123919591
424	0.1123913122
425	0.1122108606
426	0.1122099386
427	0.1121877807
428	0.1121004225
429	0.1120917452
430	0.1119191311
431	0.1116701507
432	0.1116693848
433	0.1116498954
434	0.1116471288
435	0.1116317523
436	0.1116113556
437	0.111611354
438	0.1116113531
439	0.111595926
440	0.1114621754
441	0.111461757
442	0.1112644419
443	0.111011404
444	0.110983637
445	0.1109835353
446	0.1109186524
447	0.1109182676
448	0.1108124927
449	0.1107848016
450	0.1106882677
451	0.1106642874
452	0.1106642633
453	0.110664259
454	0.11066035
455	0.1106374859
456	0.1104598199
457	0.1103976694
458	0.1103030735
459	0.1099980374
460	0.1098105273
461	0.1097924773
462	0.1097846294
463	0.1097823335
464	0.1097696945
465	0.1097568301
466	0.1097223908
467	0.1096803937
468	0.109664637
469	0.1096646356
470	0.1096646346
471	0.1093962328
472	0.1093960956
473	0.1093958715
474	0.1093844979
475	0.1093798925
476	0.1093798812
477	0.1093655049
478	0.109364632
479	0.1093484911
480	0.1093253353
481	0.1093253146
482	0.1093234322
483	0.1093043896
484	0.1090398084
485	0.1090143425
486	0.1089824368
487	0.1089134401
488	0.1089129246
489	0.1088284587
490	0.1088159722
491	0.1087045005
492	0.1087044737
493	0.1087040067
494	0.1086799172
495	0.1086798084
496	0.1082422052
497	0.1082129443
498	0.108148818
499	0.1080421223
500	0.1079966446
501	0.1079849245
502	0.1079133088
503	0.1079132771
504	0.1079118074
505	0.1078818527
506	0.1076129233
507	0.1076127291
508	0.1075268714
509	0.10752325
510	0.1075067114
511	0.1075040424
512	0.1075017952
513	0.1071252858
514	0.1071028647
515	0.1070957568
516	0.1070840056
517	0.1070830699
518	0.1070805882
519	0.1070513191
520	0.1070136589
521	0.1070136589
522	0.1070136588
523	0.1070078937
524	0.1066155206
525	0.1066149223
526	0.1065839776
527	0.1065452248
528	0.1065427544
529	0.1065424026
530	0.1065393853
531	0.1061806861
532	0.1061791324
533	0.106079239
534	0.106039226
535	0.1056898655
536	0.1056593192
537	0.1055743549
538	0.1055662781
539	0.1055662703
540	0.1055373982
541	0.1055177084
542	0.1053307511
543	0.1052982585
544	0.1052982163
545	0.1049783638
546	0.1047584959
547	0.1047584715
548	0.1047153378
549	0.1045281471
550	0.1044270811
551	0.1044014116
552	0.104366052
553	0.1042862482
554	0.1042743807
555	0.1039459943
556	0.1039328117
557	0.1039228082
558	0.1039136329
559	0.1038431882
560	0.1038402272
561	0.1036441397
562	0.1035244772
563	0.1035238236
564	0.1034811414
565	0.1034770263
566	0.1034770249
567	0.1034768224
568	0.1034743407
569	0.1034727089
570	0.1034687852
571	0.1031353222
572	0.1031309361
573	0.1031293413
574	0.103094017
575	0.103093581
576	0.1030931813
577	0.1030931799
578	0.1030787788
579	0.1030787576
580	0.1030222184
581	0.1030177082
582	0.103016803
583	0.1030167707
584	0.1030028158
585	0.1029993777
586	0.1029990908
587	0.1027299135
588	0.1027291503
589	0.1027096834
590	0.1027071202
591	0.1027068101
592	0.1027051
593	0.1027007629
594	0.1026988313
595	0.1024346812
596	0.1020774089
597	0.1019354031
598	0.1018328171
599	0.1018327055
600	0.1018325511
601	0.1018210327
602	0.1018202778
603	0.10177015
604	0.1017547963
605	0.1017532703
606	0.1017532411
607	0.1017087124
608	0.1017082084
609	0.1017075209
610	0.1017055608
611	0.1017055605
612	0.1017035292
613	0.1016994834
614	0.1016994741
615	0.1016552825
616	0.1016245456
617	0.1016137359
618	0.1016112294
619	0.1016032866
620	0.1016024671
621	0.1016012678
622	0.1016005158
623	0.1015979385
624	0.1015715809
625	0.1014901909
626	0.1014882865
627	0.1014288631
628	0.1014262917
629	0.1014086512
630	0.1013880918
631	0.1013877603
632	0.101192936
633	0.1010411123
634	0.1008624691
635	0.1008459728
636	0.1007969458
637	0.1006804506
638	0.1006745032
639	0.100648967
640	0.1005248604
641	0.1005247323
642	0.100521951
643	0.1005186097
644	0.1004985881
645	0.1004971203
646	0.1004967717
647	0.1004732471
648	0.1004705348
649	0.1004698984
650	0.1004657373
651	0.1004657315
652	0.100396532
653	0.1003540819
654	0.1000526136
655	0.1000489277
656	0.09998347164
657	0.09998064552
658	0.09959847706
659	0.09957242275
660	0.09930649645
661	0.09903370272
662	0.09903358657
663	0.09898587573
664	0.09892248007
665	0.09885883267
666	0.09874300669
667	0.09849819361
668	0.09830288668
669	0.09829953593
670	0.09829706069
671	0.09817332994
672	0.09814753892
673	0.09802036471
674	0.0978979084
675	0.09783924426
676	0.09781676818
677	0.0978127689
678	0.09781039869
679	0.0978061619
680	0.0976684438
681	0.09763977696
682	0.09753302746
683	0.09753216771
684	0.09753160974
685	0.09739919549
686	0.09739891301
687	0.09739355504
688	0.0973179622
689	0.0973176574
690	0.09731765461
691	0.09724634688
692	0.09724321738
693	0.09724221156
694	0.09724129309
695	0.09723244602
696	0.09721900924
697	0.09721224185
698	0.09718923301
699	0.09714548806
700	0.09704118872
701	0.09695516421
702	0.09692699393
703	0.09691645579
704	0.09689903069
705	0.09660611231
706	0.09659934972
707	0.09659162316
708	0.09658821144
709	0.09657043987
710	0.09655817913
711	0.09635332328
712	0.09632235264
713	0.09631325577
714	0.09631072696
715	0.0963107143
716	0.0962830212
717	0.09627875044
718	0.09618816496
719	0.09618745331
720	0.09618108087
721	0.09618106858
722	0.09616871394
723	0.09601502131
724	0.09596705501
725	0.09596336579
726	0.09589465717
727	0.09587533378
728	0.09587453899
729	0.09587417866
730	0.09587415819
731	0.09579011112
732	0.0957437074
733	0.09574263335
734	0.09574263313
735	0.09548771594
736	0.09548534828
737	0.0954853412
738	0.09548186285
739	0.09548103344
740	0.09546930899
741	0.09546624308
742	0.09500799513
743	0.09500711519
744	0.09500466514
745	0.09500462572
746	0.09499613795
747	0.09499302287
748	0.09497674901
749	0.09496825958
750	0.09483477301
751	0.09481176926
752	0.09480966686
753	0.09479018541
754	0.09475591497
755	0.09474746613
756	0.09474522405
757	0.09463097818
758	0.09457497084
759	0.09456982439
760	0.09456889172
761	0.09441398426
762	0.09435989191
763	0.09435841073
764	0.09434408413
765	0.09434362422
766	0.09421060003
767	0.0939793158
768	0.09397913593
769	0.09397811737
770	0.09397754687
771	0.09395228594
772	0.09378376395
773	0.09373951348
774	0.09364539854
775	0.09357353677
776	0.09356707294
777	0.09355644412
778	0.09354732245
779	0.09354542248
780	0.0935424649
781	0.09344237573
782	0.09344053373
783	0.09343830576
784	0.09343806824
785	0.09342034506
786	0.09338821595
787	0.0933669404
788	0.09336694039
789	0.09331348904
790	0.09326556655
791	0.09326356729
792	0.09326213427
793	0.09314547081
794	0.09313317818
795	0.09308269514
796	0.0930825097
797	0.09307884339
798	0.09306775409
799	0.09306768447
800	0.0929393764
801	0.0929362096
802	0.09292969427
803	0.09288613256
804	0.09288214627
805	0.09273642408
806	0.09272435529
807	0.09272336022
808	0.09270420667
809	0.09221873508
810	0.09217310214
811	0.09188992046
812	0.09188675821
813	0.09179848788
814	0.091798411
815	0.09165987728
816	0.091636478
817	0.09163297925
818	0.09162735754
819	0.0916163773
820	0.09155847319
821	0.091555976
822	0.09154853761
823	0.09153733311
824	0.09146622202
825	0.0914275109
826	0.09142635479
827	0.09141812576
828	0.09137319958
829	0.09137313389
830	0.09137079678
831	0.09133443519
832	0.09133443369
833	0.09127551944
834	0.09127550472
835	0.09109381427
836	0.09105849032
837	0.090991374
838	0.09098224599
839	0.09086375821
840	0.090862801
841	0.09084512989
842	0.09084382049
843	0.09084266741
844	0.09078904186
845	0.09078862547
846	0.09077611184
847	0.09077601507
848	0.09077516538
849	0.09077503878
850	0.09076916409
851	0.09073200746
852	0.09072437757
853	0.09071714885
854	0.09071714874
855	0.09063334317
856	0.09052274112
857	0.09046077104
858	0.09041449832
859	0.09040362831
860	0.09040137788
861	0.090382894
862	0.09036597988
863	0.09036281802
864	0.09036062748
865	0.09036045709
866	0.09035807125
867	0.09035750396
868	0.09035735273
869	0.0903506298
870	0.0903282409
871	0.09025386485
872	0.09025229043
873	0.09025069603
874	0.09025068882
875	0.09024992277
876	0.09023762615
877	0.0902368428
878	0.09022650972
879	0.09013202042
880	0.09013200772
881	0.09010096631
882	0.09010087254
883	0.09007387861
884	0.09005101918
885	0.09003959324
886	0.08994400796
887	0.08994309753
888	0.08989561918
889	0.08988843707
890	0.08987241324
891	0.08986915892
892	0.08985215143
893	0.08985131159
894	0.08984100374
895	0.08964182585
896	0.08964180939
897	0.08963973911
898	0.08956758037
899	0.0895601736
900	0.08941818701
901	0.08941555851
902	0.08927338081
903	0.08895395292
904	0.08893585145
905	0.08892242019
906	0.08892240811
907	0.08892128646
908	0.08891567942
909	0.08891567599
910	0.08891019587
911	0.08890613083
912	0.08890579248
913	0.08890431457
914	0.08890412087
915	0.08890365541
916	0.0888789733
917	0.08887582296
918	0.08887371257
919	0.08885971049
920	0.0888519348
921	0.088671366
922	0.08866922567
923	0.08866822575
924	0.08866658489
925	0.08866640913
926	0.08866150646
927	0.08866143987
928	0.08865978584
929	0.08840108176
930	0.08840105433
931	0.08840099092
932	0.08839004686
933	0.08838966411
934	0.08815030849
935	0.08814859092
936	0.08814765587
937	0.08814396278
938	0.08813886909
939	0.08808561399
940	0.0880756811
941	0.08786184685
942	0.08785542382
943	0.08779195371
944	0.08771881016
945	0.08759804045
946	0.08747124623
947	0.08747081811
948	0.08743268013
949	0.0874315976
950	0.08738871343
951	0.08737545839
952	0.08735296579
953	0.08722608877
954	0.08722272925
955	0.08720643428
956	0.0872050734
957	0.08720216014
958	0.08713796757
959	0.08713766975
960	0.08713199198
961	0.08713118229
962	0.08713098451
963	0.08712999814
964	0.08703749821
965	0.08703672001
966	0.08703630754
967	0.0870350732
968	0.08703503474
969	0.08693552215
970	0.08693523291
971	0.08688091555
972	0.08688079729
973	0.08688078642
974	0.08685708829
975	0.08685275834
976	0.0868432085
977	0.08680039624
978	0.086794235
979	0.086794235
980	0.0866986876
981	0.08667613195
982	0.08667080297
983	0.08666251211
984	0.08664372129
985	0.08651502975
986	0.08649759179
987	0.08649740595
988	0.08648995592
989	0.08642353763
990	0.08642300042
991	0.08642174909
992	0.08642130984
993	0.08641255959
994	0.08641253604
995	0.08638267513
996	0.08613867106
997	0.08606275629
998	0.08605507708
999	0.08603533814
